locationName,color,locUUID,rainfall,recharge.total.poor_quality,recharge.total.total,recharge.total.non_command,recharge.total.command,loss,draft.total.total,draft.total.non_command,currAvailabilityForAllPurposes,stage,category.total,category.non_command,area.total.commandArea,area.total.nonCommandArea,area.total.poorQualityArea,area.total.hillyArea,area.total.forestArea,area.total.totalArea,area.total.pavedArea,area.total.unpavedArea,locationUUID,rechargeData.total.poor_quality,rechargeData.total.total,rechargeData.total.non_command,rechargeData.total.command,draftData.total.total,draftData.total.non_command,currentAvailabilityForAllPurposes,stageOfExtraction,category.poor_quality,category.command,draft.total.command,draftData.total.command,draft.total.poor_quality,draftData.total.poor_quality
Chandur,,fef7e296-2301-47a1-ba22-894daa7608fd,703.2570211297686,,1832.076929079873,1832.076929079873,,,1275.19,1275.19,,,semi_critical,semi_critical,0.0,17510.0,0.0,0.0,0.0,17510.0,0.0,0.0,fef7e296-2301-47a1-ba22-894daa7608fd,,1832.076929079873,1832.076929079873,,1275.19,1275.19,,,,,,,,
Pegadapalle,,42e6cbc1-0179-414a-ae48-044e1700f1a7,991.5361842528504,,4733.729434619969,240.95222312045274,4492.777211499516,,1330.05,106.16999999999999,,,safe,safe,11698.279999999999,1052.0,0.0,0.0,0.0,13691.29,0.0,0.0,42e6cbc1-0179-414a-ae48-044e1700f1a7,,4733.729434619969,240.95222312045274,4492.777211499516,1330.05,106.16999999999999,,,,safe,1223.88,1223.88,,
Sultanabad,,3946c8f6-5c27-4e3e-8231-b52a0b88fae8,973.9549698993129,,6019.888546513741,20.18711974110032,5999.701426772641,,2495.09,63.8,,,safe,over_exploited,15721.0,155.0,0.0,0.0,0.0,16768.0,0.0,0.0,3946c8f6-5c27-4e3e-8231-b52a0b88fae8,,6019.888546513741,20.18711974110032,5999.701426772641,2495.09,63.8,,,,safe,2431.29,2431.29,,
Khanpur,,e92763af-21f1-4b30-89d1-2a0eacc3b606,1097.9057368484143,,7846.282021410868,2597.379934384844,5248.902087026022,,1794.8700000000003,604.3,,,safe,safe,14493.864,11023.188000000002,0.0,0.0,0.0,26685.0,0.0,0.0,e92763af-21f1-4b30-89d1-2a0eacc3b606,,7846.282021410868,2597.379934384844,5248.902087026022,1794.8700000000003,604.3,,,,safe,1190.57,1190.57,,
Masaipet,,09ed956d-666f-43eb-8583-16efb826906c,716.22727562439,,1126.021807849201,1126.021807849201,,,788.56,788.56,,,semi_critical,semi_critical,0.0,5577.645,0.0,0.0,0.0,6303.245000000001,0.0,0.0,09ed956d-666f-43eb-8583-16efb826906c,,1126.021807849201,1126.021807849201,,788.56,788.56,,,,,,,,
Thimmajipeta,,6a835f30-6145-4b07-bb64-05618241f255,626.6578714091139,,4129.925607083026,1839.7761944776532,2290.1494126053717,,2090.92,1542.3500000000001,,,safe,critical,8387.850953691142,10741.866641981871,0.0,0.0,0.0,20318.76268967301,0.0,0.0,6a835f30-6145-4b07-bb64-05618241f255,,4129.925607083026,1839.7761944776532,2290.1494126053717,2090.92,1542.3500000000001,,,,safe,548.5699999999999,548.5699999999999,,
Narsimhulapet,,081df8f0-ddf7-4b77-a69f-516b31aad4db,1621.2572964053606,,2493.3273764664486,,2493.3273764664486,,1293.38,,,,safe,,9986.723008152661,0.0,0.0,0.0,0.0,10087.598998134,0.0,0.0,081df8f0-ddf7-4b77-a69f-516b31aad4db,,2493.3273764664486,,2493.3273764664486,1293.38,,,,,safe,1293.38,1293.38,,
Nanganur,,6328d7a1-b50d-49df-b115-a396f698c7ee,765.2055177450111,,2421.9929686761034,2421.9929686761034,,,1603.0299999999997,1603.0299999999997,,,semi_critical,semi_critical,0.0,16800.07361,0.0,0.0,0.0,17658.473609999997,0.0,0.0,6328d7a1-b50d-49df-b115-a396f698c7ee,,2421.9929686761034,2421.9929686761034,,1603.0299999999997,1603.0299999999997,,,,,,,,
Himayatnagar,,1fcc6e2b-755d-4d3d-8553-61b7f495fc70,828.1035855293363,,203.02068313286196,203.02068313286196,,,205.57999999999998,205.57999999999998,,,over_exploited,over_exploited,0.0,652.0,0.0,0.0,0.0,652.0,0.0,0.0,1fcc6e2b-755d-4d3d-8553-61b7f495fc70,,203.02068313286196,203.02068313286196,,205.57999999999998,205.57999999999998,,,,,,,,
Chegunta,,fbf9765f-5818-4fa7-a58b-4bd37f521fb7,764.4286190184664,,2525.5655861055247,2525.5655861055247,,,1888.4499999999998,1888.4499999999998,,,semi_critical,semi_critical,0.0,12013.955,0.0,0.0,0.0,13178.755000000001,0.0,0.0,fbf9765f-5818-4fa7-a58b-4bd37f521fb7,,2525.5655861055247,2525.5655861055247,,1888.4499999999998,1888.4499999999998,,,,,,,,
Varni,,d7d39545-1f86-4ded-824f-c2a79ea1c054,1061.817941397567,,5855.130056156361,485.62445739361675,5369.505598762745,,2529.9499999999994,322.93,,,safe,semi_critical,11246.0,2695.0,0.0,0.0,0.0,14511.0,0.0,0.0,d7d39545-1f86-4ded-824f-c2a79ea1c054,,5855.130056156361,485.62445739361675,5369.505598762745,2529.9499999999994,322.93,,,,safe,2207.02,2207.02,,
Jajireddigudem,,9f758048-7771-4d8c-b8a5-4c1533763123,804.5192574364136,,2390.5483087882276,2390.5483087882276,,,1214.6599999999999,1214.6599999999999,,,safe,safe,0.0,13918.0,0.0,0.0,0.0,13961.0,0.0,0.0,9f758048-7771-4d8c-b8a5-4c1533763123,,2390.5483087882276,2390.5483087882276,,1214.6599999999999,1214.6599999999999,,,,,,,,
Mootakondur,,8d71506d-4dbc-423b-918c-544635f9f17f,747.0421424473402,,2514.942202000348,2514.942202000348,,,2191.79,2191.79,,,critical,critical,0.0,16458.579621017474,0.0,0.0,0.0,16458.579621017474,0.0,0.0,8d71506d-4dbc-423b-918c-544635f9f17f,,2514.942202000348,2514.942202000348,,2191.79,2191.79,,,,,,,,
Bonakal,,544ad2f0-64a9-4e50-ba0c-71910ae8dd1c,989.2402096767416,,5518.744596672932,,5518.744596672932,,977.2099999999999,,,,safe,,15906.0274,0.0,0.0,0.0,0.0,16198.13,0.0,0.0,544ad2f0-64a9-4e50-ba0c-71910ae8dd1c,,5518.744596672932,,5518.744596672932,977.2099999999999,,,,,safe,977.2099999999999,977.2099999999999,,
Talakondapalle,,c20f9ee4-ea39-4a13-8033-708fd3966bfa,565.6859297326479,,2283.6358251964666,2283.6358251964666,,,1497.6699999999998,1497.6699999999998,,,semi_critical,semi_critical,0.0,23137.019626,0.0,0.0,0.0,24638.0,0.0,0.0,c20f9ee4-ea39-4a13-8033-708fd3966bfa,,2283.6358251964666,2283.6358251964666,,1497.6699999999998,1497.6699999999998,,,,,,,,
Jagadevpur,,c2298a54-7080-4a4a-967d-60d78bb07a07,751.4757506676684,,2519.1765838051383,2519.1765838051383,,,1461.93,1461.93,,,safe,safe,0.0,15279.25667,0.0,0.0,0.0,16327.056670000004,0.0,0.0,c2298a54-7080-4a4a-967d-60d78bb07a07,,2519.1765838051383,2519.1765838051383,,1461.93,1461.93,,,,,,,,
Chilipched,,0290f0bb-e264-4c2e-bf04-18db2f75556b,888.5399999999996,,2580.7701022298556,2580.7701022298556,,,1264.56,1264.56,,,safe,safe,0.0,7492.425,0.0,0.0,0.0,7492.425,0.0,0.0,0290f0bb-e264-4c2e-bf04-18db2f75556b,,2580.7701022298556,2580.7701022298556,,1264.56,1264.56,,,,,,,,
Kalluru,,3d08f821-01ad-4fd3-845e-eaf6eefa57bc,1040.2619143991012,,12487.24271256333,678.7979322116541,11808.444780351674,,2028.2499999999998,226.02999999999997,,,safe,safe,21059.058599999993,2983.6982,0.0,0.0,0.0,24526.660000000003,0.0,0.0,3d08f821-01ad-4fd3-845e-eaf6eefa57bc,,12487.24271256333,678.7979322116541,11808.444780351674,2028.2499999999998,226.02999999999997,,,,safe,1802.22,1802.22,,
Rajoli,,36a8f97f-410b-4b09-9892-52f21ac68287,565.4788685942468,,3232.862135207445,,3232.862135207445,,616.4,,,,safe,,13523.0,0.0,0.0,0.0,0.0,13523.0,0.0,0.0,36a8f97f-410b-4b09-9892-52f21ac68287,,3232.862135207445,,3232.862135207445,616.4,,,,,safe,616.4,616.4,,
Mirdoddi,,f4476a71-1986-45ed-a563-fac0f11bc9f1,741.0137322857869,,1815.8654272472568,1815.8654272472568,,,1203.8700000000001,1203.8700000000001,,,semi_critical,semi_critical,0.0,9648.585643999999,0.0,0.0,0.0,9774.785644,0.0,0.0,f4476a71-1986-45ed-a563-fac0f11bc9f1,,1815.8654272472568,1815.8654272472568,,1203.8700000000001,1203.8700000000001,,,,,,,,
Bheemini,,5200f683-fc19-42c1-8d72-7579f94cfe97,1067.27599788093,,2914.404348502887,2914.404348502887,,,1485.25,1485.25,,,safe,safe,0.0,12762.0,0.0,0.0,0.0,13913.0,0.0,0.0,5200f683-fc19-42c1-8d72-7579f94cfe97,,2914.404348502887,2914.404348502887,,1485.25,1485.25,,,,,,,,
Moinabad,,2cb29bda-62ff-4ef8-ade5-83dd8f2c2b79,792.2086854982823,,1877.021778047207,1877.021778047207,,,1240.13,1240.13,,,semi_critical,semi_critical,0.0,20960.476104000005,0.0,0.0,0.0,21373.255823999993,0.0,0.0,2cb29bda-62ff-4ef8-ade5-83dd8f2c2b79,,1877.021778047207,1877.021778047207,,1240.13,1240.13,,,,,,,,
Chinna_Chintha_Kunta,,1ebcf455-b339-45a9-8d0e-96afeffa2ba5,579.7548738908088,,2164.896699712383,2164.896699712383,,,1450.17,1450.17,,,semi_critical,semi_critical,0.0,12801.704063132334,0.0,0.0,0.0,13241.70254957507,0.0,0.0,1ebcf455-b339-45a9-8d0e-96afeffa2ba5,,2164.896699712383,2164.896699712383,,1450.17,1450.17,,,,,,,,
Addakal,,737660a1-47ad-46b9-a0f3-87a6d0e94a53,680.851744218821,,1952.234651402524,1952.234651402524,,,1387.8,1387.8,,,semi_critical,semi_critical,0.0,12580.388304330228,0.0,0.0,0.0,13096.888304330228,0.0,0.0,737660a1-47ad-46b9-a0f3-87a6d0e94a53,,1952.234651402524,1952.234651402524,,1387.8,1387.8,,,,,,,,
Peddakothapalle,,1007f332-1a8d-4b67-9627-9b3290023197,645.7694923870771,,6207.10972467252,3942.6771310865997,2264.4325935859215,,1938.3000000000002,1442.8000000000002,,,safe,safe,8263.0,31078.0,0.0,0.0,0.0,40352.0,0.0,0.0,1007f332-1a8d-4b67-9627-9b3290023197,,6207.10972467252,3942.6771310865997,2264.4325935859215,1938.3000000000002,1442.8000000000002,,,,safe,495.5,495.5,,
Dichpalle,,134d88fb-7984-4e68-9930-b2be9bcd1786,1028.6484257593945,,4236.9327062914745,2113.3663443062637,2123.56636198521,,1918.7200000000003,1234.1000000000001,,,safe,safe,5897.0,9719.2,0.0,0.0,0.0,16369.04,0.0,0.0,134d88fb-7984-4e68-9930-b2be9bcd1786,,4236.9327062914745,2113.3663443062637,2123.56636198521,1918.7200000000003,1234.1000000000001,,,,safe,684.62,684.62,,
Mugpal,,b993bd36-7700-4de6-abfd-67de4447d48f,1069.0015479600759,,4302.207952933653,3504.557782778617,797.6501701550367,,1815.17,1370.9,,,safe,safe,2107.0,16443.0,0.0,0.0,0.0,19065.68,0.0,0.0,b993bd36-7700-4de6-abfd-67de4447d48f,,4302.207952933653,3504.557782778617,797.6501701550367,1815.17,1370.9,,,,safe,444.27,444.27,,
Yeldurthy,,991cb65a-e9ef-48cf-a1cf-bfae57e305ef,826.2321871979151,,2451.860308016159,2451.860308016159,,,1283.0700000000002,1283.0700000000002,,,safe,safe,0.0,14275.800000000001,0.0,0.0,0.0,16477.0,0.0,0.0,991cb65a-e9ef-48cf-a1cf-bfae57e305ef,,2451.860308016159,2451.860308016159,,1283.0700000000002,1283.0700000000002,,,,,,,,
Chennur,,24a39bc7-4db0-4d92-ae32-564dc910374c,1090.3340735512131,,11921.135478966047,8629.282432449432,3291.853046516616,,5102.52,4053.3299999999995,,,safe,safe,9927.0,24595.0,0.0,0.0,0.0,36485.0,0.0,0.0,24a39bc7-4db0-4d92-ae32-564dc910374c,,11921.135478966047,8629.282432449432,3291.853046516616,5102.52,4053.3299999999995,,,,safe,1049.19,1049.19,,
Palakeedu,,1fbfad9f-63ba-4a08-a97f-c8d86d8bf0d4,737.5722825709724,,5968.459603260754,,5968.459603260754,,908.85,,,,safe,,14407.0,0.0,0.0,0.0,0.0,14407.0,0.0,0.0,1fbfad9f-63ba-4a08-a97f-c8d86d8bf0d4,,5968.459603260754,,5968.459603260754,908.85,,,,,safe,908.85,908.85,,
Jangaon,,6d14e157-a072-44e5-a837-ea424acb0f04,848.5726638672213,,2533.0611659697684,2425.0083996079557,108.05276636181283,,2066.6200000000003,2015.4700000000003,,,semi_critical,critical,609.0,13528.0,0.0,0.0,0.0,14328.0,0.0,0.0,6d14e157-a072-44e5-a837-ea424acb0f04,,2533.0611659697684,2425.0083996079557,108.05276636181283,2066.6200000000003,2015.4700000000003,,,,safe,51.150000000000006,51.150000000000006,,
Beerpur,,63f8663b-4320-43c9-b9d1-0d520f3d2301,1034.798136691828,,3004.99851249198,,3004.99851249198,,572.1700000000001,,,,safe,,13674.0,0.0,0.0,0.0,0.0,15307.0,0.0,0.0,63f8663b-4320-43c9-b9d1-0d520f3d2301,,3004.99851249198,,3004.99851249198,572.1700000000001,,,,,safe,572.1700000000001,572.1700000000001,,
Dandepalle,,72492014-c06d-41dc-912e-7ef20642b7f0,1077.0162501222676,,6527.145893953204,0.0,6527.145893953204,,1835.2599999999998,,,,safe,,25736.136,0.0,0.0,0.0,0.0,26487.0,0.0,0.0,72492014-c06d-41dc-912e-7ef20642b7f0,,6527.145893953204,0.0,6527.145893953204,1835.2599999999998,,,,,safe,1835.2599999999998,1835.2599999999998,,
Vikarabad,,b8961bf4-44b4-4f10-90fe-53e526be982b,853.9700847980454,0.0,2631.5899999999997,2631.5899999999997,0.0,,1364.4699999999998,1364.4699999999998,,,safe,safe,0.0,24800.1,0.0,0.0,0.0,24800.1,0.0,0.0,b8961bf4-44b4-4f10-90fe-53e526be982b,0.0,2631.5899999999997,2631.5899999999997,0.0,1364.4699999999998,1364.4699999999998,,,,,,,,
Manakondur,,22727e0b-5cb6-40c6-9014-f38cfb1031d7,891.5010351254476,,11171.472124580227,348.9464631635143,10822.525661416712,,2642.33,264.05,,,safe,semi_critical,18790.0,1839.0,0.0,0.0,0.0,20629.0,0.0,0.0,22727e0b-5cb6-40c6-9014-f38cfb1031d7,,11171.472124580227,348.9464631635143,10822.525661416712,2642.33,264.05,,,,safe,2378.2799999999997,2378.2799999999997,,
Kouthala,,bfa66eac-4c44-4f91-aa33-45d74190dd55,1164.3440733453272,,2016.0003568823277,2016.0003568823277,,,835.09,835.09,,,safe,safe,0.0,14679.0,0.0,0.0,0.0,16101.0,0.0,0.0,bfa66eac-4c44-4f91-aa33-45d74190dd55,,2016.0003568823277,2016.0003568823277,,835.09,835.09,,,,,,,,
Bhupalpalle,,6ce4f0bb-373e-4b8d-8f7f-916f9bf212cb,1048.0227342587311,,6720.21711287365,4232.735260641541,2487.4818522321093,,3398.2700000000004,2307.5400000000004,,,safe,safe,9414.3,13658.59,0.0,0.0,0.0,23072.89,0.0,0.0,6ce4f0bb-373e-4b8d-8f7f-916f9bf212cb,,6720.21711287365,4232.735260641541,2487.4818522321093,3398.2700000000004,2307.5400000000004,,,,safe,1090.7300000000002,1090.7300000000002,,
Parvathagiri,,3a76725f-2d64-4e55-a843-611ac798d3b2,931.5293305119584,,5597.918630007452,,5597.918630007452,,2887.73,,,,safe,,15656.997279189201,0.0,0.0,0.0,0.0,16142.1561404,0.0,0.0,3a76725f-2d64-4e55-a843-611ac798d3b2,,5597.918630007452,,5597.918630007452,2887.73,,,,,safe,2887.73,2887.73,,
Hathanoora,,71376059-2523-4473-b548-18f00460f778,879.6532742123809,,2007.2126089077278,2007.2126089077278,,,1222.0600000000004,1222.0600000000004,,,safe,safe,0.0,15913.139999999996,0.0,0.0,0.0,16615.529999999995,0.0,0.0,71376059-2523-4473-b548-18f00460f778,,2007.2126089077278,2007.2126089077278,,1222.0600000000004,1222.0600000000004,,,,,,,,
Konijerla,,62d2de40-8da2-4fc5-99e2-f91ac50ca67d,1063.2240999368605,,6913.9321802766435,,6913.9321802766435,,1246.15,,,,safe,,23964.7632,0.0,0.0,0.0,0.0,24453.84,0.0,0.0,62d2de40-8da2-4fc5-99e2-f91ac50ca67d,,6913.9321802766435,,6913.9321802766435,1246.15,,,,,safe,1246.15,1246.15,,
Ramadugu,,ddd0bb13-c480-4b0d-8e4a-6b3a31b2d362,880.4422194592154,,3136.982827651461,2719.9703420511064,417.0124856003545,,2038.3900000000003,1891.4500000000003,,,semi_critical,semi_critical,935.0,12331.0,0.0,0.0,0.0,13336.0,0.0,0.0,ddd0bb13-c480-4b0d-8e4a-6b3a31b2d362,,3136.982827651461,2719.9703420511064,417.0124856003545,2038.3900000000003,1891.4500000000003,,,,safe,146.94,146.94,,
Madugulapally,,ba3747ea-336a-4a47-b342-0590e0bff509,765.1730606589666,,5887.791906707778,541.0578165649657,5346.734090142812,,2199.7699999999995,422.35,,,safe,semi_critical,17493.0,4506.0,0.0,0.0,0.0,21999.0,0.0,0.0,ba3747ea-336a-4a47-b342-0590e0bff509,,5887.791906707778,541.0578165649657,5346.734090142812,2199.7699999999995,422.35,,,,safe,1777.4199999999998,1777.4199999999998,,
Penchikalpet,,0e778c3d-d17d-41b1-82f9-a32238e955a4,1172.736170987849,,4535.425489055752,4535.425489055752,,,1087.7099999999998,1087.7099999999998,,,safe,safe,0.0,18418.0,0.0,0.0,0.0,21871.0,0.0,0.0,0e778c3d-d17d-41b1-82f9-a32238e955a4,,4535.425489055752,4535.425489055752,,1087.7099999999998,1087.7099999999998,,,,,,,,
Manoor,,491de10d-8371-4862-a7ce-e3217a823d02,832.3670268794274,,895.6407744061366,895.6407744061366,,,229.53999999999994,229.53999999999994,,,safe,safe,0.0,9520.61,0.0,0.0,0.0,11008.07,0.0,0.0,491de10d-8371-4862-a7ce-e3217a823d02,,895.6407744061366,895.6407744061366,,229.53999999999994,229.53999999999994,,,,,,,,
Velgatoor,,b3c27df5-0193-42b2-9eb9-f4915a5d32ba,1013.3960406086428,,4326.324525008866,,4326.324525008866,,706.8599999999999,,,,safe,,11989.490000000002,0.0,0.0,0.0,0.0,12861.93,0.0,0.0,b3c27df5-0193-42b2-9eb9-f4915a5d32ba,,4326.324525008866,,4326.324525008866,706.8599999999999,,,,,safe,706.8599999999999,706.8599999999999,,
Manchal,,be0d460a-ffb9-496e-abf1-f52e04786998,697.5562551047333,,3105.3791755910597,3105.3791755910597,,,1647.08,1647.08,,,safe,safe,0.0,22096.752851326593,0.0,0.0,0.0,23457.307183326593,0.0,0.0,be0d460a-ffb9-496e-abf1-f52e04786998,,3105.3791755910597,3105.3791755910597,,1647.08,1647.08,,,,,,,,
Julurpad,,48493b67-6150-40dd-b2a4-69df623483b2,1122.2543104037159,,3820.6020713163534,3820.6020713163534,,,2389.86,2389.86,,,safe,safe,0.0,22316.248101350084,0.0,0.0,0.0,23490.787475105346,0.0,0.0,48493b67-6150-40dd-b2a4-69df623483b2,,3820.6020713163534,3820.6020713163534,,2389.86,2389.86,,,,,,,,
Kondapur,,805280da-9d29-42c0-9461-0d2e695cee51,807.5786863662372,,1437.8583766731579,1437.8583766731579,,,772.3599999999999,772.3599999999999,,,safe,safe,0.0,12357.63,0.0,0.0,0.0,12994.63,0.0,0.0,805280da-9d29-42c0-9461-0d2e695cee51,,1437.8583766731579,1437.8583766731579,,772.3599999999999,772.3599999999999,,,,,,,,
Ranjal,,36dbf439-92b3-4163-b770-1104368c04ce,1003.9999999999999,0.0,2935.0999999999995,150.48000000000002,2784.6199999999994,,738.49,72.63,,,safe,safe,8428.26,1831.0,0.0,0.0,0.0,10259.26,0.0,0.0,36dbf439-92b3-4163-b770-1104368c04ce,0.0,2935.0999999999995,150.48000000000002,2784.6199999999994,738.49,72.63,,,,safe,665.86,665.86,,
Mogdampalle,,90ef1d2b-7646-4e1e-b99e-50397e3180a1,961.5885207284771,,1206.5489967279711,1206.5489967279711,,,602.26,602.26,,,safe,safe,0.0,15099.999999999998,0.0,0.0,0.0,16490.0,0.0,0.0,90ef1d2b-7646-4e1e-b99e-50397e3180a1,,1206.5489967279711,1206.5489967279711,,602.26,602.26,,,,,,,,
Maripeda,,1a4b0cda-ba36-465d-a018-f43a715a2ff9,1661.7999863182304,,5782.379077094049,,5782.379077094049,,2486.2300000000005,,,,safe,,24299.944261783738,0.0,0.0,0.0,0.0,24545.398244225995,0.0,0.0,1a4b0cda-ba36-465d-a018-f43a715a2ff9,,5782.379077094049,,5782.379077094049,2486.2300000000005,,,,,safe,2486.2300000000005,2486.2300000000005,,
Bejjur,,a1a14abd-7d0b-4377-848b-f684fda76983,1272.019180710636,,3869.014179486094,3869.014179486094,,,534.48,534.48,,,safe,safe,0.0,25030.0,0.0,0.0,0.0,30968.0,0.0,0.0,a1a14abd-7d0b-4377-848b-f684fda76983,,3869.014179486094,3869.014179486094,,534.48,534.48,,,,,,,,
Kollapur,,fc5234f0-4570-4476-8254-06b12fc165a9,678.3820071475457,,7840.454434370672,4238.786457235107,3601.667977135566,,878.01,382.34000000000003,,,safe,safe,14904.0,53651.0,0.0,0.0,0.0,69785.0,0.0,0.0,fc5234f0-4570-4476-8254-06b12fc165a9,,7840.454434370672,4238.786457235107,3601.667977135566,878.01,382.34000000000003,,,,safe,495.66999999999996,495.66999999999996,,
Tandur,,61875f0c-280e-4834-9d97-58ea116e1977,1067.2759978809302,,4037.735722134426,4037.735722134426,,,1817.5499999999997,1817.5499999999997,,,safe,safe,0.0,17681.0,0.0,0.0,0.0,17900.0,0.0,0.0,61875f0c-280e-4834-9d97-58ea116e1977,,4037.735722134426,4037.735722134426,,1817.5499999999997,1817.5499999999997,,,,,,,,
Mancherial,,19c5f998-f215-4695-8932-f6aacd496208,1078.031881365565,,959.0142504128253,959.0142504128253,,,370.53000000000003,370.53000000000003,,,safe,safe,0.0,3554.0,0.0,0.0,0.0,3554.0,0.0,0.0,19c5f998-f215-4695-8932-f6aacd496208,,959.0142504128253,959.0142504128253,,370.53000000000003,370.53000000000003,,,,,,,,
Kammarpalle,,a54b8c4b-9b4e-4ed1-88ba-c00e7c8101ed,959.0,0.0,3530.9800000000005,3243.6400000000003,287.34000000000003,,2624.7,2431.79,,,semi_critical,semi_critical,1859.0,19136.9,0.0,0.0,0.0,21529.9,0.0,0.0,a54b8c4b-9b4e-4ed1-88ba-c00e7c8101ed,0.0,3530.9800000000005,3243.6400000000003,287.34000000000003,2624.7,2431.79,,,,semi_critical,192.91,192.91,,
Manoharabad,,dbb70cec-56d7-4a66-8b71-69ad24fab723,798.4893490178976,,1661.0773623855798,1661.0773623855798,,,1250.8200000000002,1250.8200000000002,,,semi_critical,semi_critical,0.0,8757.23,0.0,0.0,0.0,8777.43,0.0,0.0,dbb70cec-56d7-4a66-8b71-69ad24fab723,,1661.0773623855798,1661.0773623855798,,1250.8200000000002,1250.8200000000002,,,,,,,,
Mamda,,3c704e74-abd1-4f5d-8917-edb278596407,1025.2273216921758,,8415.45059397435,3723.842073227843,4691.608520746508,,2058.2400000000002,1266.55,,,safe,safe,9981.04,18905.778,0.0,0.0,0.0,30956.0,0.0,0.0,3c704e74-abd1-4f5d-8917-edb278596407,,8415.45059397435,3723.842073227843,4691.608520746508,2058.2400000000002,1266.55,,,,safe,791.6899999999999,791.6899999999999,,
Bazarhathnoor,,39e93cc1-2226-4ec4-b282-c164f670920e,1251.9200563619947,,2760.4697473346096,2760.4697473346096,,,1323.53,1323.53,,,safe,safe,0.0,22947.399999999998,0.0,0.0,0.0,24967.0,0.0,0.0,39e93cc1-2226-4ec4-b282-c164f670920e,,2760.4697473346096,2760.4697473346096,,1323.53,1323.53,,,,,,,,
Sangem,,2b5abfda-8e7b-4bf2-8090-a10bfc8bea72,950.6094614520275,,4011.5174668679683,,4011.5174668679683,,2187.85,,,,safe,,15388.17300942,0.0,0.0,0.0,0.0,15864.095886,0.0,0.0,2b5abfda-8e7b-4bf2-8090-a10bfc8bea72,,4011.5174668679683,,4011.5174668679683,2187.85,,,,,safe,2187.85,2187.85,,
Chityal,,40ba4771-bc7c-4133-aea2-59f5c9bf1d10,1003.8247985615387,,5348.389207848255,,5348.389207848255,,2171.66,,,,safe,,20278.1,0.0,0.0,0.0,0.0,20278.1,0.0,0.0,40ba4771-bc7c-4133-aea2-59f5c9bf1d10,,5348.389207848255,,5348.389207848255,2171.66,,,,,safe,2171.66,2171.66,,
Koheda,,55f61631-8861-44f7-8277-e5f130a5dabf,861.4809085726633,,2662.887028537628,2662.887028537628,,,1732.7600000000002,1732.7600000000002,,,semi_critical,semi_critical,0.0,18996.191136,0.0,0.0,0.0,21276.771136,0.0,0.0,55f61631-8861-44f7-8277-e5f130a5dabf,,2662.887028537628,2662.887028537628,,1732.7600000000002,1732.7600000000002,,,,,,,,
Nizamabad_North,,dea50bb8-bef9-4c90-aedd-94270a461750,1055.4534510790986,,1373.0647458424392,88.19304318169196,1284.8717026607471,,264.09000000000003,72.19,,,safe,critical,3394.0,421.95,0.0,0.0,0.0,3815.95,0.0,0.0,dea50bb8-bef9-4c90-aedd-94270a461750,,1373.0647458424392,88.19304318169196,1284.8717026607471,264.09000000000003,72.19,,,,safe,191.9,191.9,,
Sarangapur,,41a24fd6-387c-492f-95e5-6dd7d278f5e3,1064.190282092126,,6273.3252790028555,2991.983106089692,3281.3421729131646,,1458.5700000000002,775.9499999999999,,,safe,safe,8696.528,13526.751999999999,0.0,0.0,0.0,27867.0,0.0,0.0,41a24fd6-387c-492f-95e5-6dd7d278f5e3,,6273.3252790028555,2991.983106089692,3281.3421729131646,1458.5700000000002,775.9499999999999,,,,safe,682.6200000000001,682.6200000000001,,
Thirumalayapalem,,49f961fe-2cfe-4449-adf8-7933027cea81,1010.4000000000003,,5018.7921476913125,5018.7921476913125,,,3789.18,3789.18,,,semi_critical,semi_critical,0.0,23024.574999999997,0.0,0.0,0.0,23354.0,0.0,0.0,49f961fe-2cfe-4449-adf8-7933027cea81,,5018.7921476913125,5018.7921476913125,,3789.18,3789.18,,,,,,,,
Raikode,,1fcfce82-500b-42e9-8e66-38908100b24c,837.856234113199,,1390.2673596801242,1390.2673596801242,,,298.7699999999999,298.7699999999999,,,safe,safe,0.0,15789.090100000001,0.0,0.0,0.0,17536.510100000007,0.0,0.0,1fcfce82-500b-42e9-8e66-38908100b24c,,1390.2673596801242,1390.2673596801242,,298.7699999999999,298.7699999999999,,,,,,,,
Lingapur,,f7a0e0dc-5553-4034-80c1-063564f61533,1152.1162900707266,,1487.2719316616144,1487.2719316616144,,,238.22999999999996,238.22999999999996,,,safe,safe,0.0,15522.0,0.0,0.0,0.0,15662.0,0.0,0.0,f7a0e0dc-5553-4034-80c1-063564f61533,,1487.2719316616144,1487.2719316616144,,238.22999999999996,238.22999999999996,,,,,,,,
Charakonda,,5f1d7a6a-893f-4b34-9628-00a81ecb7265,641.7145948072384,,2341.1800960636124,1552.8285402995143,788.3515557640984,,985.19,787.46,,,safe,safe,3141.0,12111.0,0.0,0.0,0.0,15737.0,0.0,0.0,5f1d7a6a-893f-4b34-9628-00a81ecb7265,,2341.1800960636124,1552.8285402995143,788.3515557640984,985.19,787.46,,,,safe,197.73,197.73,,
Sathupalle,,3f8c58ea-211a-4452-ac25-6b0318c97981,1133.096472659469,,7781.316075322568,3300.7660753225687,4480.549999999999,,4050.75,1776.7200000000003,,,safe,safe,10311.56,16062.2588,0.0,0.0,0.0,26912.06,0.0,0.0,3f8c58ea-211a-4452-ac25-6b0318c97981,,7781.316075322568,3300.7660753225687,4480.549999999999,4050.75,1776.7200000000003,,,,safe,2274.03,2274.03,,
